TestName,Status,Value,DownLimit,UpLimit,TestTime
"CSIG_col_diff_0",0,"0.808",0, 20,0.009173
"CSIG_col_diff_1",0,"5.088",0, 20,0.004482
"CSIG_col_diff_2",0,"4.778",0, 20,0.004316
"CSIG_col_diff_3",0,"0.131",0, 20,0.004169
"CSIG_col_diff_4",0,"0.627",0, 20,0.004367
"CSIG_col_diff_5",0,"2.331",0, 20,0.004318
"CSIG_col_diff_6",0,"2.876",0, 20,0.004096
"CSIG_col_diff_7",0,"6.401",0, 20,0.004209
"CSIG_col_diff_8",0,"4.518",0, 20,0.004476
"CSIG_col_diff_9",0,"0.231",0, 20,0.004386
"CSIG_col_diff_10",0,"0.131",0, 20,0.004100
"CSIG_col_diff_11",0,"1.758 ",0, 20,0.004627
"CSIG_row_diff_0",0,"0.311",0, 25,0.011228
"CSIG_row_diff_1",0,"0.124",0, 25,0.004240
"CSIG_row_diff_2",0,"0.368",0, 25,0.004490
"CSIG_row_diff_3",0,"0.845",0, 25,0.004630
"CSIG_row_diff_4",0,"6.327",0, 25,0.004508
"CSIG_row_diff_5",0,"0.676",0, 25,0.004605
"CSIG_row_diff_6",0,"1.619",0, 25,0.004051
"CSIG_row_diff_7",0,"1.229",0, 25,0.004578
"CSIG_row_diff_8",0,"0.682",0, 25,0.004414
"CSIG_row_diff_9",0,"0.963",0, 25,0.004574
"CSIG_row_diff_10",0,"1.293",0, 25,0.004487
"CSIG_row_diff_11",0,"0.124",0, 25,0.004471
"CSIG_row_diff_12",0,"4.335",0, 25,0.004541
"CSIG_row_diff_13",0,"1.402",0, 25,0.004469
"CSIG_row_diff_14",0,"1.092",0, 25,0.004479
"CSIG_row_diff_15",0,"1.474",0, 25,0.004365
"CSIG_row_diff_16",0,"0.268",0, 25,0.004976
"CSIG_row_diff_17",0,"0.807",0, 25,0.004440
"CSIG_row_diff_18",0,"1.303",0, 25,0.004489
"CSIG_row_diff_19",0,"0.809",0, 25,0.005674
"CSIG_row_diff_20",0,"1.310",0, 25,0.004675
"CSIG_row_diff_21",0,"1.063",0, 25,0.004646
"CSIG_row_diff_22",0,"1.126",0, 25,0.004465
"CSIG_row_diff_23",0,"1.822 ",0, 25,0.004817
"Column failures",0,"None",None,None,0.005991
"Row failures",0,"None",None,None,0.006067
"Charge Test",0,"660.0000",50,NA,0.341792
"Check MIC1 Exist",0,"Yes",Yes,Yes,1.764036
"MIC1_dock_vendor_id1",0,"0x21",NA,NA,0.006567
"MIC1_dock_vendor_id2",0,"0x20",NA,NA,0.006219
"MIC1 Vendor Check",0,"GTK",AAC GTK Knowles,AAC GTK Knowles,0.004790
"MIC1 Temperature",0,"27.43",10,50,0.004992
"Check MIC2 Exist",0,"Yes",Yes,Yes,0.004576
"MIC2_rear_vendor_id1",0,"0x01",NA,NA,0.006393
"MIC2_rear_vendor_id2",0,"0x00",NA,NA,0.005872
"MIC2 Vendor Check",0,"AAC",AAC GTK Knowles,AAC GTK Knowles,0.005600
"MIC2 Temperature",0,"28.84",10,50,0.004580
"Get ARC Module EEPROM Data",0,"65 62 69 76 01 04 43 54 48 36 30 39 36 31 30 50 4B 48 32 30 32 33 51 4C 51 59 41 41 53 31 FF FF FF FF FF FF FF FF 16 16 24 02 86 84 01 00 0A 00 0C 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF BF A8 73 A9 27 AA DB AA 8F AB 43 AC F7 AC AB AD 5F AE 13 AF C7 AF 7C B0 30 B1 E4 B1 98 B2 4C B3 00 B4 B4 B4 68 B5 1C B6 D0 B6 84 B7 38 B8 EC B8 A0 B9 54 BA 08 BB BC BB 70 BC 24 BD D8 BD 8C BE 40 BF F4 BF A8 C0 5C C1 10 C2 C4 C2 78 C3 2C C4 E0 C4 94 C5 48 C6 FC C6 B0 C7 64 C8 18 C9 CC C9 80 CA 34 CB E8 CB 9D CC 51 CD 05 CE B9 CE 6D CF 21 D0 D5 D0 89 D1 3D D2 F1 D2 A5 D3 59 D4 0D D5 C0 D5 63 D6 25 D7 DA D7 93 D8 27 D9 A7 D9 2D DA AC DA 2D DB B4 DB 3F DC D5 DC 70 DD 0F DE A5 DE 37 DF CC DF 64 E0 F9 E0 85 E1 12 E2 A1 E2 33 E3 C4 E3 52 E4 E2 E4 73 E5 07 E6 9D E6 37 E7 D5 E7 74 E8 16 E9 B9 E9 60 EA 09 EB B3 EB 60 EC 0E ED BB ED 66 EE 12 EF C0 EF 6F F0 20 F1 D8 F1 93 F2 50 F3 0E F4 CF F4 9B F5 6C F6 3F F7 13 F8 E7 F8 BD F9 92 FA 69 FB 3F FC 0E FD D3 FD 99 FE 5F FF 24 00 E6 00 98 01 48 02 F6 02 A5 03 54 04 02 05 B1 05 5F 06 0C 07 BA 07 65 08 13 09 C1 09 6D 0A 18 0B C0 0B 5D 0C F7 0C 91 0D 29 0E C1 0E 57 0F ED 0F 83 10 18 11 AD 11 41 12 D3 12 6B 13 05 14 9F 14 37 15 CD 15 62 16 FB 16 94 17 2A 18 BE 18 4F 19 E2 19 78 1A 0C 1B 9E 1B 2D 1C BF 1C 5B 1D F9 1D 94 1E 2D 1F DB 1F 91 20 40 21 F1 21 B3 22 6A 23 1B 24 C9 24 6D 25 20 26 E0 26 C3 27 A8 28 5C 29 21 2A EB 2A B6 2B 81 2C 4B 2D 16 2E E0 2E AB 2F 76 30 40 31 0B 32 D5 32 A0 33 6B 34 35 35 00 36 CA 36 95 37 60 38 2A 39 F5 39 BF 3A 8A 3B 55 3C 1F 3D EA 3D B4 3E 7F 3F 4A 40 14 41 DF 41 A9 42 74 43 3F 44 09 45 D4 45 9E 46 69 47 34 48 FE 48 C9 49 93 4A 5E 4B 29 4C F3 4C BE 4D 88 4E 53 4F 1E 50 E8 50 B3 51 7D 52 48 53 13 54 DD 54 A8 55 72 56 3D 57 07 58 D2 58 9D 59 67 5A 32 5B FF FF FF FF 86 19 03 10 FF FF E9 DA",NA,NA,0.084099
"Check ARC EEPROM Data",0,"ebiv",ebiv,ebiv,0.009483
"Burn PSCl",0,"0x76696265 0x54430401 0x39303648 0x50303136 0x3032484B 0x4C513332 0x41415951 0xFFFF3153 0xFFFFFFFF 0x1616FFFF 0x84860224 0x000A0001 0xFFFF000C 0xFFFFFFFF 0xFFFFFFFF 0xFFFFFFFF 0xFFFFFFFF 0xA973A8BF 0xAADBAA27 0xAC43AB8F 0xADABACF7 0xAF13AE5F 0xB07CAFC7 0xB1E4B130 0xB34CB298 0xB4B4B400 0xB61CB568 0xB784B6D0 0xB8ECB838 0xBA54B9A0 0xBBBCBB08 0xBD24BC70 0xBE8CBDD8 0xBFF4BF40 0xC15CC0A8 0xC2C4C210 0xC42CC378 0xC594C4E0 0xC6FCC648 0xC864C7B0 0xC9CCC918 0xCB34CA80 0xCC9DCBE8 0xCE05CD51 0xCF6DCEB9 0xD0D5D021 0xD23DD189 0xD3A5D2F1 0xD50DD459 0xD663D5C0 0xD7DAD725 0xD927D893 0xDA2DD9A7 0xDB2DDAAC 0xDC3FDBB4 0xDD70DCD5 0xDEA5DE0F 0xDFCCDF37 0xE0F9E064 0xE212E185 0xE333E2A1 0xE452E3C4 0xE573E4E2 0xE69DE607 0xE7D5E737 0xE916E874 0xEA60E9B9 0xEBB3EB09 0xED0EEC60 0xEE66EDBB 0xEFC0EF12 0xF120F06F 0xF293F1D8 0xF40EF350 0xF59BF4CF 0xF73FF66C 0xF8E7F813 0xFA92F9BD 0xFC3FFB69 0xFDD3FD0E 0xFF5FFE99 0x00E60024 0x02480198 0x03A502F6 0x05020454 0x065F05B1 0x07BA070C 0x09130865 0x0A6D09C1 0x0BC00B18 0x0CF70C5D 0x0E290D91 0x0F570EC1 0x10830FED 0x11AD1118 0x12D31241 0x1405136B 0x1537149F 0x166215CD 0x179416FB 0x18BE182A 0x19E2194F 0x1B0C1A78 0x1C2D1B9E 0x1D5B1CBF 0x1E941DF9 0x1FDB1F2D 0x21402091 0x22B321F1 0x241B236A 0x256D24C9 0x26E02620 0x28A827C3 0x2A21295C 0x2BB62AEB 0x2D4B2C81 0x2EE02E16 0x30762FAB 0x320B3140 0x33A032D5 0x3535346B 0x36CA3600 0x38603795 0x39F5392A 0x3B8A3ABF 0x3D1F3C55 0x3EB43DEA 0x404A3F7F 0x41DF4114 0x437442A9 0x4509443F 0x469E45D4 0x48344769 0x49C948FE 0x4B5E4A93 0x4CF34C29 0x4E884DBE 0x501E4F53 0x51B350E8 0x5348527D 0x54DD5413 0x567255A8 0x5807573D 0x599D58D2 0x5B325A67 0xFFFFFFFF 0x10031986 0xDAE9FFFF",NA,NA,2.298313
"Compare ARC Module SN With SFC",1,"SFC:CTH610210FAH2023KLQYAAS1 <> UNIT:CTH609610PKH2023QLQYAAS1",NA,NA,0.016254
"BOTSPK_VERS",0,"0x26",0x26,0x26,0.238177
"L26_BOTSPK_VMON_3500mV_P",0,"3.5141",2.8,4.2,0.529647
"L26_BOTSPK_VMON_3500mV_N",0,"-3.5253",-4.2,-2.8,0.008985
"L26_BOTSPK_IMON_3500mV_MAX",0,"0.4547",0.2,0.6,0.009855
"L26_BOTSPK_VMON_7000mV_P",0,"7.0046",5.6,8.4,0.339747
"L26_BOTSPK_VMON_7000mV_N",0,"-7.0179",-8.4,-5.6,0.008036
"L26_BOTSPK_IMON_7000mV_MAX",0,"0.8882",0.7,1.1,0.010303
"L26_BOTSPK_IPK_VBST",0,"6.6004",NA,NA,0.321214
"L26_BOTSPK_IPK_VBST_DELTA",0,"1.41660",0.2,NA,0.009845
"L26_BOTSPK_CH0_FREQ",0,"300.292968",298,302,1.853538
"L26_BOTSPK_CH0_THD",0,"-73.478652",NA,-60,0.006729
"TOPSPK_VERS",0,"0x26",0x26,0x26,0.191490
"L26_TOPSPK_VMON_3500mV_P",0,"3.4533",2.8,4.2,0.533951
"L26_TOPSPK_VMON_3500mV_N",0,"-3.4530",-4.2,-2.8,0.009416
"L26_TOPSPK_IMON_3500mV_MAX",0,"0.4389",0.2,0.6,0.010594
"L26_TOPSPK_VMON_7000mV_P",0,"6.8819",5.6,8.4,0.320919
"L26_TOPSPK_VMON_7000mV_N",0,"-6.8762",-8.4,-5.6,0.008153
"L26_TOPSPK_IMON_7000mV_MAX",0,"0.8642",0.7,1.1,0.010401
"L26_TOPSPK_IPK_VBST",0,"6.5075",NA,NA,0.610497
"L26_TOPSPK_IPK_VBST_DELTA",0,"1.48810",0.2,NA,0.011146
"L26_TOPSPK_CH0_FREQ",0,"700.195312",698,702,2.443247
"L26_TOPSPK_CH0_THD",0,"-63.036926",NA,-45,0.005402
"L26_TOPSPK_CONVOY_CH2_FREQ",0,"700.195312",698,702,0.008762
"L26_TOPSPK_CONVOY_CH2_THD",0,"-11.227245",NA,NA,0.005315
"ARC_VERS",0,"0x26",0x26,0x26,0.181418
"L26_ARC_VMON_3500mV_P",0,"3.4641",2.8,4.2,0.491864
"L26_ARC_VMON_3500mV_N",0,"-3.4961",-4.2,-2.8,0.007001
"L26_ARC_IMON_3500mV_MAX_WithArc",0,"0.4408",0.2,0.6,0.009146
"L26_ARC_VMON_7000mV_P",0,"6.89880",5.6,8.4,0.242871
"L26_ARC_VMON_7000mV_N",0,"-6.94920",-8.4,-5.6,0.008456
"L26_ARC_IMON_7000mV_MAX_WithArc",0,"0.8642",0.6,1,0.008500
"L26_ARC_IPK_VBST_WithArc",0,"6.3330",NA,NA,0.262403
"L26_ARC_IPK_VBST_DELTA_WithArc",0,"1.66260",0.2,NA,0.008707
"L26_ARC_CH0_FREQ",0,"300.292968",298,302,2.755158
"L26_ARC_CH0_THD",0,"-74.559725",NA,-60,0.005972
"L26_ARC_ACCEL_PEAK_FREQ_X",0,"300.179687",NA,NA,0.009221
"L26_ARC_ACCEL_PEAK_FREQ_Y",0,"300.179687",NA,NA,0.005277
"L26_ARC_ACCEL_PEAK_FREQ_Z",0,"300.179687",NA,NA,0.005487
"L26_ARC_ACCEL_PEAK_MAGNITUDE_X",0,"0.002010",NA,NA,0.009279
"L26_ARC_ACCEL_PEAK_MAGNITUDE_Y",0,"0.001616",NA,NA,0.004669
"L26_ARC_ACCEL_PEAK_MAGNITUDE_Z",0,"0.004037",NA,NA,0.005271
"L26_RCVR_VMON_P",0,"0.4229",0.3,0.6,1.702346
"L26_RCVR_VMON_N",0,"-0.4219",-0.6,-0.3,0.007133
"L26_RCVR_IMON_MAX",0,"0.0536",NA,NA,0.008639
"L26_RCVR_FREQ",0,"3000.000000",2998,3002,0.273041
"L26_RCVR_THD",0,"-60.078359",NA,-45,0.004185
"TopSpeaker Impedance Voltage",0,"475.103852",NA,NA,0.697713
"TopSpeaker Impedance Current",0,"62.657834",NA,NA,0.084695
"TopSpeaker Impedance RDC",0,"7.58251",6.5,9.5,0.005191
"BotSpeaker Impedance Voltage",0,"485.337974",NA,NA,0.782316
"BotSpeaker Impedance Current",0,"62.194500",NA,NA,0.081091
"BotSpeaker Impedance RDC",0,"7.80355",6.8,8.2,0.004860
"Battery Hibernate",0,"Control 0x0000: 0x600BOK",NA,NA,2.589412
"Battery GG And IT Test_ChemID",0,"0x3695_LGC",NA,NA,0.006353
"Battery GG Test Enhancement FWVersion",0,"0x601",NA,NA,0.074579
"Battery GG Test Enhancement_Sealed",0,"Yes",Yes,Yes,0.075400
"BatteryPair_Count",0,"1",NA,NA,0.681423
"Battery Voltage",0,"3789",3400,4350,2.089367
"Battery Current",0,"-456",NA,NA,0.005379
"Battery Average Power",0,"-1728",NA,NA,0.004826
"Battery Charge Percentage",0,"45",NA,NA,0.005353
"Full Charge Capacity",0,"1868",1500,1930,0.004834
"Accelerator Connect Test",0,"passed",passed,passed,0.135615
"Gyro Connect Test",0,"passed",passed,passed,0.207408
"Compass Connect Test",0,"passed",passed,passed,0.130735
"Pressure Connect Test ",0,"passed",passed,passed,0.078986
"Front Camera Find",0,"Pass",Pass,Pass,5.833157
"Front Camera ID",0,"0x314",NA,NA,0.206751
"Front Camera Stream",0,"Pass",Pass,Pass,0.230390
"Front Camera_NVM Version",0,"15",15,15,0.013686
"Front Camera_NVM Revision",0,"3",3,3,0.012730
"Front Camera_Camera Project",0,"21",21,21,0.010634
"Front Camera_Project Version",0,"12",12,12,0.010632
"Front Camera_Integrator",0,"5",3 5,3 5,0.013161
"Front Camera_Plant",0,"1",1,2,0.012778
"Front Camera_Lens Vendor",0,"3",1 2 3 6,1 2 3 6,0.012829
"Front Camera_Lens Revision",0,"3",3,3,0.012625
"Front Camera_Lens Variant",0,"0",0,1,0.012717
"Front Camera_IRCF Vendor",0,"3",1 3,1 3,0.012768
"Front Camera_IRCF Revision",0,"1",1,1,0.012750
"Front Camera_IRCF Variant",0,"1",1,1,0.012505
"Front Camera_Substrate Vendor",0,"1",1,2,0.012588
"Front Camera_Substrate Revision",0,"2",1,2,0.012727
"Front Camera_Substrate Variant",0,"1",1,2,0.012416
"Front Camera_Sensor Vendor",0,"1",1,1,0.012243
"Front Camera_Sensor Revision",0,"0",0,1,0.012513
"Front Camera_Sensor Variant",0,"1",0,2,0.011974
"Front Camera_Flex Vendor",0,"2",2 3,2 3,0.012284
"Front Camera_Flex Revision",0,"2",2,3,0.012011
"Front Camera_Stiffener Vendor",0,"6",1 2 6,1 2 6,0.012158
"Front Camera_Stiffener Revision",0,"2",2,4,0.012333
"Front Camera_Camera Build",0,"48",48,48,0.010144
"Front Camera_Config Number",0,"16",NA,NA,0.010657
"Front Camera_Test Software Revision",0,"17",NA,NA,0.011219
"Front Camera_Process DOE Code",0,"0",NA,NA,0.010579
"Front Camera_Col Cal 1 B/G A",0,"726",500,1000,0.027191
"Front Camera_Col Cal 1 R/G A",0,"1655",1300,2000,0.027382
"Front Camera_Col Cal 1 B/G D50",0,"1119",900,2000,0.026136
"Front Camera_Col Cal 1 R/G D50",0,"987",700,1200,0.026597
"Compare Front Camera SN With SFC",0,"F0W6104019UGMJF31",NA,NA,0.020697
"Burn Front Camera FCMS",0,"F0W6104019UGMJF31",NA,NA,0.078458
"Burn Front Camera FCMB",0,"F3150C293010652921006C000000123200000028B1710A5196122D0BE7030100",NA,NA,0.070913
"Back Camera Find",0,"Pass",Pass,Pass,1.127540
"Back Camera ID",0,"0x303",NA,NA,0.192278
"Back Camera Stream",0,"Pass",Pass,Pass,0.462111
"Back Camera_NVM Version",0,"15",15,15,0.018563
"Back Camera_NVM Revision",0,"2",2,2,0.017469
"Back Camera_Camera Project",0,"13",13,13,0.013807
"Back Camera_Project Version",0,"12",12,12,0.014905
"Back Camera_Integrator",0,"2",1,3,0.018006
"Back Camera_Plant Code",0,"0",0,0,0.016817
"Back Camera_Camera Build",0,"48",48,48,0.013228
"Back Camera_Config Number",0,"49",1,255,0.013340
"Back Camera_IRCF Vendor",0,"1",1,1,0.016112
"Back Camera_IRCF Revision",0,"4",3,4,0.015822
"Back Camera_IRCF Variant",0,"0",0,0,0.017243
"Back Camera_Substrate Vendor",0,"1",1,1,0.018954
"Back Camera_Substrate Revision",0,"3",3,3,0.018797
"Back Camera_Substrate Variant",0,"0",0,3,0.017343
"Back Camera_Sensor Vendor",0,"1",1,1,0.018506
"Back Camera_Sensor Revision",0,"4",4,4,0.015729
"Back Camera_Sensor Variant",0,"1",0,1,0.015230
"Back Camera_Actuator Vendor",0,"2",1,2,0.017324
"Back Camera_Actuator Revision",0,"3",0,3,0.015127
"Back Camera_Actuator Variant",0,"2",0,4,0.036084
"Back Camera_Lens Vendor",0,"1",1,1,0.019697
"Back Camera_Lens Revision",0,"3",3,3,0.016748
"Back Camera_Lens Variant",0,"0",0,0,0.015500
"Back Camera_AF Driver Vendor",0,"1",1,1,0.017071
"Back Camera_AF Driver Revision",0,"5",5,5,0.015365
"Back Camera_AF Driver Variant",0,"1",0,1,0.015896
"Back Camera_Sphere Sensor Vendor",0,"1",1,1,0.018823
"Back Camera_Sphere Sensor Revision",0,"3",3,3,0.017055
"Back Camera_Sphere Sensor Variant",0,"1",0,1,0.015787
"Back Camera_APS Vendor",0,"1",1,1,0.016595
"Back Camera_APS Revision",0,"3",3,3,0.015132
"Back Camera_APS Variant",0,"2",2,3,0.015739
"Back Camera_Flex Vendor",0,"8",1,8,0.019688
"Back Camera_Flex Revision",0,"3",3,4,0.015578
"Back Camera_Stiffener Vendor",0,"1",1,6,0.018004
"Back Camera_Stiffener Revision",0,"3",3,3,0.019732
"Back Camera_Trim Vendor",0,"0",0,0,0.016875
"Back Camera_Trim Revision",0,"0",0,0,0.015940
"Compare Back Camera SN With SFC",0,"DNL6056070VGKCQ12",NA,NA,0.024908
"Burn Back Camera BCMS",0,"DNL6056070VGKCQ12",NA,NA,0.078258
"Burn Back Camera BCMB",0,"F20D0C103031302C314C2C352D2E430B000200250176BD7A",NA,NA,0.078667
"MoPED Append",0,"0x",0x,0x,2.245098
"MoPED Check",0,"PASS",PASS,PASS,1.949386
"I2C Isolator Disable",0,"OK",NA,NA,0.032189
"AmIOK",0,"PASS",NA,NA,0.004267
"Display DUT",0,"PASS",NA,NA,0.057053
"END_TEST_QT0",0,"PASS",NA,NA,0.003455
ISN,0,C7CRH02FH7YL,,,
Test Start Time,0,06:01:06,,,
Test End Time,0,06:03:45,,,
Test Cost Time,0,159.316569,,,
